id,kategorie,subkategorie,frage,tipp1,tipp2,loesung,status
217,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie schwer ist ein Good Delivery Goldbarren (Standard im Bankenhandel)?,In Filmen sehen sie oft leichter aus; Gewicht in Kilogramm,Das Gewicht liegt zwischen 10 und 15 Kilogramm,12.4,todo
218,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Wasseranteil im Körper eines erwachsenen Mannes?,Bei Säuglingen ist der Wasseranteil im Körper noch höher.,Der Wasseranteil liegt zwischen 50 und 70 Prozent.,60,todo
219,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Substanzen sind im CAS-Register verzeichnet?,Das CAS-Register ist eine umfangreiche Datenbank für chemische Substanzen; täglich kommen tausende hinzu.,Die Anzahl ist über 200 Millionen.,Über 200 Millionen.,todo
220,C) Technik & Zahlenwelt,Chemie & Stoffe,Welchen pH-Wert hat menschliche Magensäure im nüchternen Zustand typischerweise?,Der pH-Wert skaliert von 0 bis 14; 7 ist neutral.,Der pH-Wert liegt zwischen 1 und 3.,1.5,todo
221,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr fand der erste motorisierte Flug durch die Gebrüder Wright statt?,Ort: Kitty Hawk - USA; es war im frühen 20. Jahrhundert,Es war im ersten Jahrzehnt des 20. Jahrhunderts,1903,todo
222,C) Technik & Zahlenwelt,Erfindungen & erste Male,An welchem Datum wurde die erste Website der Welt online geschaltet?,Die Website wurde von einem britischen Informatiker entwickelt; sie war Teil eines Projekts am CERN.,Das Jahr war 1991; der Monat war August.,6. August 1991,todo
223,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie viele Patente wurden Thomas Alva Edison insgesamt erteilt?,Edison ist bekannt für zahlreiche Erfindungen; die Zahl ist dreistellig,Die Zahl liegt zwischen 1000 und 1100,1.093,todo
224,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste Eisenbahnstrecke von Nürnberg nach Fürth eröffnet?,Es war im 19. Jahrhundert; die Strecke war nur wenige Kilometer lang,Das Jahr liegt zwischen 1830 und 1840,1835,todo
225,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr erfand Johannes Gutenberg den Buchdruck mit beweglichen Lettern?,Es begann in Mainz; im 15. Jahrhundert,Zwischen 1440 und 1460,1450,todo
226,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie lange dauerte es nach der Erfindung des Telefons bis 50 Millionen Nutzer erreicht wurden?,Beim Handy ging es viel schneller; die Zahl ist zweistellig,Die Dauer liegt zwischen 50 und 100 Jahren,75,todo
227,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste E-Mail verschickt?,Das @-Zeichen wurde eingeführt; es war in den 1970er Jahren,Es war in der ersten Hälfte der 1970er Jahre,1971,todo
228,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie schwer war der erste elektronische Universalrechner ENIAC (1946)?,Er füllte einen ganzen Raum; Gewicht in Tonnen,Das Gewicht liegt zwischen 20 und 40 Tonnen,27,todo
229,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde der Nintendo Game Boy in Europa veröffentlicht?,Tetris war ein beliebtes Spiel auf dieser Konsole,Es war in den frühen 1990er Jahren,1990,todo
230,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde das Penicillin entdeckt?,Es war ein Zufall; die Entdeckung fand im 20. Jahrhundert statt,Es geschah in den 1920er Jahren,1928,todo
231,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Megapixel hat das menschliche Auge rechnerisch?,Das Auge funktioniert ähnlich wie eine Kamera; dreistellige Zahl,Die Auflösung liegt zwischen 500 und 600 Megapixeln,576,todo
232,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie oft schauen Menschen in Deutschland durchschnittlich pro Tag auf ihr Smartphone?,Stand 2022; die Zahl ist zweistellig,Die Zahl liegt zwischen 50 und 100,56,todo
233,C) Technik & Zahlenwelt,Geräte & Gadgets,Mit welcher Taktfrequenz arbeitete der Prozessor des Apollo Guidance Computer?,Der Computer wurde in den 1960er Jahren entwickelt; ein moderner Taschenrechner ist heute schneller.,Die Frequenz liegt im Bereich von 1.000 bis 3.000 kHz.,2.048,todo
234,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Transistoren befinden sich auf dem Apple M2 Ultra Chip?,Moores Gesetz lässt grüßen; die Zahl ist dreistellig.,Die Anzahl liegt zwischen 100 und 150 Milliarden; Einheit: Milliarden.,134,todo
235,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie lange geben Hersteller als Lebensdauer für eine hochwertige LED-Lampe an?,Eine Glühbirne hielt nur 1000 Stunden; die Lebensdauer ist deutlich höher.,Die Lebensdauer liegt zwischen 20.000 und 30.000 Stunden.,25000,todo
236,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie hoch ist der durchschnittliche Stromverbrauch eines modernen Kühlschranks pro Jahr?,Alte Geräte brauchen oft das Dreifache; es handelt sich um eine dreistellige Zahl.,Der Verbrauch liegt zwischen 100 und 200 kWh pro Jahr.,150,todo
237,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie schwer ist das iPhone 15 Pro Max?,Es hat ein Titan-Gehäuse; Gewicht ist dreistellig,Das Gewicht liegt zwischen 200 und 250 Gramm,221,todo
238,C) Technik & Zahlenwelt,Geräte & Gadgets,Mit wie vielen Umdrehungen pro Minute dreht sich eine Standard-Desktop-Festplatte?,HDDs sind herkömmliche Festplatten mit beweglichen Teilen; dreistellig,Die Umdrehungszahl liegt typischerweise zwischen 5000 und 10000,7200,todo
239,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viel kostete der erste kommerzielle 42-Zoll-Plasma-TV von Philips 1997?,Flachbildschirme waren damals ein Luxusprodukt; der Preis war vierstellig.,Der Preis lag zwischen 10.000 und 20.000 Dollar.,15.000,todo
240,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Überwachungskameras gab es 2021 weltweit schätzungsweise?,China hat die meisten; die Anzahl ist dreistellig in Millionen,Zwischen 800 Millionen und 1 -2 Milliarden,1 Milliarde,todo
241,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Websites waren im Jahr 2023 weltweit online?,Die erste Website ging 1991 online; die Zahl ist im Milliardenbereich,Es sind zwischen 1 und 3 Milliarden,2,todo
242,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele E-Mails werden in einer einzigen Internet-Minute verschickt (Stand 2023)?,Die meisten dieser E-Mails sind Spam; die Zahl ist dreistellig.,Die Zahl liegt zwischen 100 und 300 Millionen.,200 Millionen,todo
243,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Einheiten Bitcoins sind im Protokoll maximal vorgesehen?,Der letzte Bitcoin wird voraussichtlich im Jahr 2140 geschürft.,Die Anzahl ist siebenstellig und liegt zwischen 20.000.000 und 22.000.000.,21000000,todo
244,C) Technik & Zahlenwelt,Digitales & Internet,Aus wie vielen Zeilen Code bestehen alle Google-Dienste zusammen (Stand 2015)?,Zum Vergleich; Windows 10 hat ca. 50 Millionen Zeilen Code,Die Anzahl liegt im Milliardenbereich,2 Milliarden,todo
245,C) Technik & Zahlenwelt,Digitales & Internet,Wie lange würde ein Computer benötigen um ein 12-stelliges Passwort bestehend aus Zahlen und Buchstaben zu knacken?,Stand 2023; Methode: Brute Force,Die Zeitspanne ist in Jahren; es handelt sich um eine sehr lange Dauer,Etwa 34.000 Jahre.,todo
246,C) Technik & Zahlenwelt,Digitales & Internet,Wie hoch war der Anteil von Bad Bots am gesamten Internetverkehr 2022?,Bad Bots sind automatisierte Programme die oft Schwachstellen im Internet suchen,Der Anteil liegt zwischen 20 und 40 Prozent,30,todo
247,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Einheiten an Daten wurden 2023 weltweit generiert laut IDC Schätzung?,Die Datenmenge wird in einer sehr großen Einheit gemessen; ein Zettabyte entspricht einer Milliarde Terabyte.,Die geschätzte Menge liegt im dreistelligen Bereich; Einheit: Zettabyte.,120,todo
248,C) Technik & Zahlenwelt,Digitales & Internet,Wie viel Videomaterial wird jede Minute auf YouTube hochgeladen (Stand 2022)?,Es handelt sich um eine dreistellige Zahl; niemand kann das alles schauen.,Die Zahl liegt zwischen 400 und 600; Einheit: Stunden,500,todo
249,C) Technik & Zahlenwelt,Digitales & Internet,Wie viel Strom verbrauchen Rechenzentren weltweit pro Jahr?,Der Verbrauch ist mehr als der von Südafrika; dreistellige Zahl,Zwischen 150 und 250 Terawattstunden,200,todo
250,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Emojis sind im Unicode Standard 15.1 enthalten?,Emojis sind Teil des Unicode Standards seit 2010; die Anzahl ist vierstellig,Die Anzahl liegt zwischen 3000 und 4000,3664,todo
251,C) Technik & Zahlenwelt,Verkehr & Mobilität,Aus wie vielen Einzelteilen setzt sich ein durchschnittliches Auto mit Verbrennungsmotor zusammen?,Elektroautos haben deutlich weniger Einzelteile; die Anzahl ist vierstellig.,Die Anzahl liegt zwischen 20.000 und 40.000.,30.000,todo
252,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie groß ist das Streckennetz der Deutschen Bahn (Stand 2022)?,Es handelt sich um eine fünfstellige Zahl; die Deutsche Bahn ist eines der größten Schienennetze Europas.,Die Länge liegt zwischen 30.000 und 40.000; Einheit: Kilometer,33.400,todo
253,C) Technik & Zahlenwelt,Verkehr & Mobilität,Was ist das maximale Startgewicht eines Airbus A380?,Es handelt sich um das größte Passagierflugzeug der Welt.,Das Gewicht liegt zwischen 500 und 600 Tonnen.,560,todo
254,C) Technik & Zahlenwelt,Verkehr & Mobilität,Welche Höchstgeschwindigkeit erreichte der japanische Maglev-Zug L0 Series im Test?,Es handelt sich um einen Hochgeschwindigkeitszug; er schwebt magnetisch.,Die Geschwindigkeit liegt im dreistelligen Bereich; zwischen 500 und 700 km/h.,603,todo
255,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Personenkraftwagen (PKW) waren 2023 weltweit zugelassen?,China und USA führen die Liste der Länder mit den meisten PKW an,Die Anzahl liegt im Milliardenbereich,1.5,todo
256,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viel Kerosin verbraucht eine Boeing 747 durchschnittlich pro Sekunde im Reiseflug?,Im Reiseflug ist der Verbrauch geringer als beim Start oder bei der Landung,Der Verbrauch liegt im einstelligen Bereich; Einheit: Liter,4,todo
257,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie lang ist das größte Containerschiff der Welt (MSC Irina Klasse)?,Es kann 24.000 Container laden; die Länge ist dreistellig,Die Länge liegt zwischen 350 und 450 Metern; Einheit: Meter,400,todo
258,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Fahrräder gibt es in Amsterdam laut Schätzungen?,Es gibt mehr Fahrräder als Einwohner in der Stadt,Die Zahl ist sechsstellig und liegt zwischen 800.000 und 900.000,881.000,todo
259,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie weit legt ein Fernfahrer in Deutschland durchschnittlich pro Jahr zurück?,Er fährt fast jeden Tag; die Zahl ist fünfstellig,Zwischen 100000 und 150000; Einheit: Kilometer,120000,todo
260,C) Technik & Zahlenwelt,Verkehr & Mobilität,An welcher Stelle unter dem Meeresspiegel liegt der tiefste Punkt des Eurotunnels?,Der Eurotunnel verbindet Frankreich und England; die Tiefe ist zweistellig.,Die Tiefe liegt zwischen 50 und 100 Metern; Einheit: Meter,75,todo
261,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Wasser fließt durch einen Standard-Duschkopf in 5 Minuten?,Ein Standard-Duschkopf verbraucht mehr als ein Sparduschkopf.,Die Menge liegt zwischen 40 und 60 Litern.,50,todo
262,C) Technik & Zahlenwelt,Haushalt & Energie,Was kostete eine Kilowattstunde Strom für Neukunden in Deutschland im Schnitt im 2. Halbjahr 2023?,Inklusive aller Steuern und Abgaben; Preis ist zweistellig,Preis liegt zwischen 20 und 40 Cent,30,todo
263,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch sind die durchschnittlichen jährlichen Kosten für den Standby-Verbrauch von Elektrogeräten in einem deutschen Haushalt?,Die Kosten sind dreistellig; es handelt sich um eine jährliche Ausgabe.,Die Kosten liegen zwischen 50 und 200 Euro.,115,todo
264,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Windenergieanlagen an Land waren Ende 2023 in Deutschland in Betrieb?,Diese Anlagen sind häufig im Norden Deutschlands zu finden; die Zahl ist fünfstellig,Die Anzahl liegt zwischen 25.000 und 35.000,29.000,todo
265,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch ist der Energieinhalt eines Liters Heizöl EL?,Vergleichbar mit dem Energieinhalt von Diesel,Der Wert liegt zwischen 9 und 11 kWh; Einheit: kWh,10,todo
266,C) Technik & Zahlenwelt,Haushalt & Energie,Wie oft wird in einem Durchschnittshaushalt in Deutschland pro Jahr gewaschen?,Die Waschmaschine läuft häufig nicht voll; die Zahl ist dreistellig,Die Anzahl liegt zwischen 150 und 250,200,todo
267,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch war der pro-Kopf CO2-Ausstoß in Deutschland im Jahr 2023?,Ziel ist Klimaneutralität; der Wert ist eine einstellige Zahl,Der Wert liegt zwischen 5 und 10 Tonnen,7.4,todo
268,C) Technik & Zahlenwelt,Haushalt & Energie,Welche Brenndauer hat ein Standard-Teelicht laut RAL-Gütezeichen?,Es besteht meist aus Paraffin; die Brenndauer ist einstellig,Die Brenndauer liegt zwischen 3 und 5 Stunden,4,todo
269,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Wasser verschwendet ein tropfender Wasserhahn (1 Tropfen pro Sekunde) an einem Tag?,Ein Tropfen hat etwa 0.05 Milliliter,Die Menge liegt zwischen 10 und 20 Litern,15,todo
270,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Leistung hat ein handelsüblicher Haartrockner auf Maximalstufe?,Erzeugt genug Wärme um Haare schnell zu trocknen; Leistung wird in Watt gemessen,Die Leistung liegt typischerweise zwischen 1500 und 2500 Watt,2000,todo
271,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war die Staatsverschuldung der USA im Januar 2024?,Die Schuldenuhr läuft schnell; die Zahl ist zweistellig,Die Verschuldung lag zwischen 30 und 40 Billionen Dollar; Einheit: Billionen Dollar,33.,todo
272,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Welchen Börsenwert erreichte Microsoft im Januar 2024?,Es liefert sich ein Rennen mit Apple; der Wert ist dreistellig in Milliarden,Der Wert liegt zwischen 2 und 3 Billionen Dollar,2.5,todo
273,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Euro-Banknoten waren Ende 2023 im Umlauf?,Der 500er wird nicht mehr gedruckt; die Stückzahl ist zweistellig,Die Stückzahl liegt zwischen 20 und 40 Milliarden,29,todo
274,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war die Inflationsrate in Deutschland im Oktober 1923 waehrend der Hyperinflation?,Ein Brot kostete Milliarden; die Rate ist eine sehr grosse Zahl.,Die Rate ist im Billionenbereich; Einheit: Prozent.,29.500.000.000.000,todo
275,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viel kostete die Produktion einer 1-Cent-Münze im Jahr 2022?,Die Münze besteht aus Stahl mit Kupferauflage; der Produktionspreis ist höher als der Nennwert.,Der Produktionspreis liegt zwischen 2 und 3 Cent.,2.72,todo
276,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Unternehmen sind im Deutschen Aktienindex (DAX) gelistet?,Der DAX ist der wichtigste Aktienindex in Deutschland; früher waren es weniger Unternehmen.,Die Anzahl der Unternehmen liegt zwischen 30 und 50.,40,todo
277,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war das Vermögen von Elon Musk laut Forbes im Januar 2024?,Er ist einer der reichsten Menschen der Welt; besitzt Tesla SpaceX und X.,Das Vermögen liegt im dreistelligen Milliardenbereich; zwischen 200 und 300 Milliarden Dollar.,230,todo
278,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war das Bruttoinlandsprodukt von Deutschland im Jahr 2023?,Deutschland ist die viertgrößte Volkswirtschaft der Welt,Das BIP liegt zwischen 3 und 5 Billionen Euro; Einheit: Billionen Euro,4.2,todo
279,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Bei welchem Kurs stand die Berkshire Hathaway Aktie (Klasse A) im März 2024 (höchster Aktienkurs)?,Es ist die teuerste Aktie der Welt; der Kurs ist sechsstellig.,Der Kurs liegt zwischen 400000 und 600000 Dollar.,Ich habe keine Informationen über den Aktienkurs von Berkshire Hathaway im März 2024.,todo
280,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viel Gold lagert offiziell im US Bullion Depository in Fort Knox?,Es ist extrem gesichert; die Menge ist vierstellig,Die Menge liegt zwischen 4000 und 5000 Tonnen,4578,todo
281,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Fahrzeuge lieferte der Volkswagen Konzern 2023 weltweit aus?,Dazu gehören Marken wie Audi; Porsche; Skoda,Die Zahl ist zwischen 5 und 15 Millionen,9.2,todo
282,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele LEGO-Elemente wurden 2022 produziert?,LEGO ist einer der größten Spielzeughersteller der Welt; die Zahl ist dreistellig in Milliarden,Die Anzahl liegt zwischen 80 und 120 Milliarden,100,todo
283,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Zeit wird für die Montage eines Porsche 911 benötigt?,Qualität braucht Zeit; die Zahl ist zweistellig.,Die Montagezeit liegt zwischen 70 und 90 Stunden.,80,todo
284,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Bier setzte Anheuser-Busch InBev im Jahr 2022 ab?,Anheuser-Busch InBev ist die größte Brauerei der Welt; Marken: Budweiser - Corona - Stella Artois,Die Menge liegt im dreistelligen Millionenbereich; Einheit: Hektoliter,582 Millionen,todo
285,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war die Auflage des IKEA-Katalogs zu Spitzenzeiten?,Der Katalog wurde weltweit verteilt und ist inzwischen eingestellt.,Die Auflage lag im dreistelligen Millionenbereich.,200 Millionen,todo
286,C) Technik & Zahlenwelt,Industrie & Produktion,Wie oft wird in einem modernen VW-Werk ein fertiges Auto produziert?,Die Produktion ist stark automatisiert; es handelt sich um eine zweistellige Zahl.,Ein Auto wird etwa jede Minute fertiggestellt; Einheit: Sekunden.,60,todo
287,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Rohstahl produzierte China im Jahr 2023?,China ist der weltweit größte Produzent von Stahl; die Menge ist dreistellig.,Die Produktion liegt zwischen 900 und 1100 Millionen Tonnen.,1013,todo
288,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war der weltweite Umsatz mit Halbleitern im Jahr 2023?,Halbleiter sind ein zentraler Bestandteil der Elektronikindustrie; Umsatz ist dreistellig in Milliardenhöhe,Der Umsatz liegt zwischen 500 und 700 Milliarden Dollar,580,todo
289,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viel Wasser wird für die Herstellung eines Baumwoll-T-Shirts benötigt?,Baumwolle ist eine sehr wasserintensive Pflanze.,Die Menge liegt im vierstelligen Bereich; Einheit: Liter,2700,todo
290,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Briefe beförderte die Deutsche Post 2022 an einem durchschnittlichen Werktag?,Das Briefvolumen sinkt; die Zahl ist achtstellig,Die Zahl liegt zwischen 40 und 50 Millionen,44 Millionen,todo
291,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Kopfhaare hat ein Mensch mit blonden Haaren durchschnittlich?,Blonde Menschen haben im Durchschnitt mehr Haare als Menschen mit dunkleren Haaren,Die Anzahl liegt zwischen 100000 und 200000,150000,todo
292,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Schritte geht ein Mensch durchschnittlich in seinem Leben?,Das reicht mehrfach um die Erde; Lebenserwartung von 80 Jahren,Die Zahl ist achtstellig,150000000,todo
293,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie oft schlägt ein menschliches Herz in 80 Jahren durchschnittlich?,Ein Herzschlag dauert weniger als eine Sekunde; Ruhepuls: ca. 60-80 Schläge pro Minute,Die Antwort liegt im Milliardenbereich,3,todo
294,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel wiegt eine typische Schönwetterwolke (Cumulus mediocris 1km³)?,Sie besteht aus Wassertröpfchen; Gewicht in Tonnen,Das Gewicht liegt im sechsstelligen Bereich,500000,todo
295,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Bakterien befinden sich auf einem Quadratzentimeter menschlicher Haut?,Die meisten sind harmlos; die Zahl ist vierstellig,Die Anzahl liegt zwischen 5.000 und 15.000,10.000,todo
296,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel Weltraumschrott (Objekte > 10cm) umkreist die Erde (Stand 2023)?,Die ISS muss oft ausweichen; die Menge ist vierstellig,Zwischen 8.000 und 10.000 Tonnen,9.000,todo
297,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viel Luft atmet ein Erwachsener in Ruhe pro Tag ein und aus?,Ein Erwachsener atmet ca. 12-20 Mal pro Minute.,Die Menge liegt im fünfstelligen Bereich; Einheit: Liter,10.000,todo
298,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie lang sind alle Blutgefäße eines erwachsenen Menschen aneinandergereiht?,Die Länge ist sechsstellig in Kilometern; Kapillaren sind extrem fein.,Die Länge liegt zwischen 80.000 und 120.000 Kilometern.,100000,todo
299,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Welche Masse hat die Erde?,Die Erde ist der dichteste Planet im Sonnensystem; die Antwort ist eine einstellige Zahl,Die Masse liegt zwischen 5 und 7 Trilliarden Tonnen; Einheit: Trilliarden Tonnen,6 Trilliarden Tonnen,todo
300,C) Technik & Zahlenwelt,Alltags-Messwerte & Größenordnungen,Wie viele Sandkörner gibt es auf der Erde laut Schätzung der University of Hawaii?,Die Anzahl ist größer als die der Sterne im Universum; Einheit: Trillionen,Die Anzahl liegt zwischen 5 und 10 Trillionen,7.5,todo
