id,kategorie,subkategorie,frage,tipp1,tipp2,loesung,status
180,B) Mensch & Kultur,Gaming & Internetkultur,Wie groß ist die Datei des originalen Super Mario Bros. (NES)?,Viele NES-Spiele lagen grob im Bereich 128 bis 384 KB; Mario gehört zu den kleineren,Die NES-Version von The Legend of Zelda belegt 128 KB ROM; Mario braucht deutlich weniger,40,todo
181,B) Mensch & Kultur,Sport-Rekorde & Titel,In welcher Zeit lief Usain Bolt den 100-Meter-Weltrekord 2009?,Gut trainierte Freizeitsprinter brauchen für 100 Meter meistens etwa 13 bis 14 Sekunden,Auf dieser Strecke erreichte Bolt kurzzeitig über 40 Stundenkilometer Höchstgeschwindigkeit,9.58,todo
182,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Tore hat Pelé in seiner Karriere in offiziellen Spielen erzielt?,Zählt man Freundschaftsspiele dazu werden Pelé oft über 1200 Karrieretore zugeschrieben,Für Brasiliens Nationalteam erzielte Pelé 77 Tore; der Rest stammt aus Vereinswettbewerben,767,todo
183,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie hoch ist der aktuelle Weltrekord im Stabhochsprung der Männer (Duplantis 2024)?,Der Hochsprung Weltrekord ohne Stab liegt bei 2.45 Metern – Stabhochspringer fliegen deutlich höher,Duplantis Rekordlatte liegt weit über einem Basketballkorb auf 3.05 Metern aber unter 10 Metern,623,todo
184,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie lange dauerte das längste Tennismatch zwischen Isner und Mahut im Jahr 2010?,Ein normales Grand-Slam-Match der Herren dauert etwa drei Stunden dieses ging über drei Tage,Die längste Grand-Slam-Finalpartie Djokovic gegen Nadal dauerte 5 Stunden 53 Minuten deutlich kürzer,11 Stunden 5 Minuten,todo
185,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Medaillen hat Michael Phelps bei den Olympischen Spielen insgesamt gewonnen?,Viele Olympia-Legenden erreichen insgesamt nur etwa 8 bis 15 Medaillen in ihrer Karriere,Bei Athen 2004 und Peking 2008 holte Phelps bereits insgesamt 16 Medaillen,28,todo
186,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie hoch ist das Mindestgewicht eines Formel-1-Autos inklusive Fahrer ohne Sprit im Jahr 2024?,Ein normaler Kompaktwagen wiegt etwa 1300 kg; ein F1‑Auto ist deutlich leichter.,2008 lag das Mindestgewicht eines F1‑Autos bei 585 kg; seitdem wurde es erhöht.,798,todo
187,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Zuschauer fasst das Stadion Erster Mai in Pjöngjang offiziell?,Wembley in London fasst etwa 90000 Zuschauer; dieses Stadion übertrifft das deutlich,Beim Arirang Festival treten über 100000 Mitwirkende gleichzeitig im Stadion auf – plus Publikum,150000,todo
188,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie schnell war der schnellste gemessene Aufschlag im Profi-Tennis (Sam Groth 2012)?,Typische ATP-Erstaufschläge liegen um 190 km/h; Groths Rekord ist deutlich schneller,Der schnellste Baseballwurf liegt bei rund 170 km/h; Groths Aufschlag übertrifft das klar,263,todo
189,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viel Energie verbraucht ein Tour-de-France-Fahrer durchschnittlich an einem Renntag?,Ein normal aktiver Erwachsener benötigt pro Tag etwa 2000 bis 3000 Kalorien,Ein Marathon verbrennt grob 2500 bis 3500 Kalorien; eine Tour-Etappe ist deutlich länger,8000,todo
190,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie oft konnte die deutsche Männer-Nationalmannschaft den Titel bei der Fußball-Weltmeisterschaft erringen?,Deutschland ist nach Brasilien eine der erfolgreichsten Nationen in der WM-Geschichte,Deutschland stand bereits achtmal im WM-Finale – Titel gab es deutlich seltener,4,todo
191,B) Mensch & Kultur,Essen & Trinken,Wie viele Kalorien hat ein Big Mac in Deutschland?,Ein Cheeseburger von McDonald’s hat grob 300 Kalorien – der Big Mac liegt darüber,Ein typischer Döner Kebab hat oft 700 bis 900 Kalorien – der Big Mac liegt darunter,503,todo
192,B) Mensch & Kultur,Essen & Trinken,Wie viele Scoville-Einheiten hat Pepper X im Durchschnitt?,Carolina Reaper im Schnitt etwa 1.6 Millionen Scoville; Pepper X ist deutlich schärfer,Ghost Pepper bei rund 1 Million Scoville; reines Capsaicin bei 16 Millionen; Pepper X dazwischen,2.693.000,todo
193,B) Mensch & Kultur,Essen & Trinken,Wie viel Fleisch verzehrte ein Deutscher im Jahr 2023 durchschnittlich?,Deutschland zählt zu den Ländern mit hohem Fleischkonsum – aber klar unter USA Australien,Weltweit liegt der Fleischverzehr bei etwa 28 Kilo pro Kopf; Nordamerika bei fast 80,52,todo
194,B) Mensch & Kultur,Essen & Trinken,Wie lange muss Parmigiano Reggiano mindestens reifen?,Gouda oder Raclette liegen oft bei wenigen Wochen Reife; Parmigiano deutlich darüber.,Auf vielen Packungen steht Parmigiano mit 24 30 oder 36 Monaten Reife.,12,todo
195,B) Mensch & Kultur,Essen & Trinken,Wie viele Bläschen entstehen in einem Glas Champagner laut einer Studie von 2023?,Die Studie senkte frühere Schätzungen deutlich; es bleiben aber immer noch Millionen Bläschen pro Glas,Frühere Schätzungen lagen bei rund fünfzehn Millionen Bläschen pro Glas Champagner,1,todo
196,B) Mensch & Kultur,Essen & Trinken,Wie viel Koffein enthält eine Dose Red Bull?,Gesundheitsbehörden halten bis etwa 400 mg Koffein pro Tag für Erwachsene für unbedenklich,Eine 330-ml-Dose Cola hat nur etwa 30 mg Koffein – deutlich weniger als Red Bull,80,todo
197,B) Mensch & Kultur,Essen & Trinken,Wie viele verschiedene Apfelsorten gibt es weltweit schätzungsweise?,Im Supermarkt siehst du meist weniger als zehn Sorten; im Obstanbau existieren tausende,In den USA gibt es rund 2500 kultivierte Apfelsorten; weltweit sind es deutlich mehr,7500,todo
198,B) Mensch & Kultur,Essen & Trinken,Wie viel Zucker ist in einem Liter Coca-Cola (Classic) enthalten?,WHO empfiehlt höchstens etwa 50g Zucker pro Tag; ein Liter Cola übersteigt das klar,Eine 100g-Tafel Vollmilchschokolade hat rund 50–60g Zucker; der Liter Cola liegt darüber,106,todo
199,B) Mensch & Kultur,Essen & Trinken,Wie hoch ist der Preis des teuersten Burgers der Welt in Euro?,Ein früherer Rekord Burger in New York kostete nur 295 Dollar; heute ist er überboten,Für den aktuellen Rekord Burger verlangt das Restaurant allein 750 Euro Anzahlung,5000,todo
200,B) Mensch & Kultur,Essen & Trinken,Wie lange kann Honig bei kühler und dunkler Lagerung aufbewahrt werden?,Auf Honiggläsern stehen meist nur wenige Jahre Mindesthaltbarkeit doch gut gelagerter Honig hält weit länger,Archäologen fanden Honig in altägyptischen Gräbern der nach rund drei Jahrtausenden noch genießbar war,Unbegrenzt.,todo
201,C) Technik & Zahlenwelt,Physik im Alltag,Wie schnell bewegt sich der Schall in trockener Luft bei 20°C?,Passagierflugzeuge fliegen mit etwa 800–900 km/h; Schall in Luft ist schneller.,In Wasser ist Schall grob viermal schneller und erreicht deutlich über 5000 km/h.,1235,todo
202,C) Technik & Zahlenwelt,Physik im Alltag,Wie hoch ist die durchschnittliche Leistungsaufnahme des menschlichen Gehirns?,Das Gehirn macht etwa 2 Prozent der Körpermasse aus – frisst aber überproportional Energie,Ein ruhender Erwachsener setzt insgesamt etwa 100 Watt um – das Gehirn ist nur ein Anteil,20,todo
203,C) Technik & Zahlenwelt,Physik im Alltag,Bei welcher Temperatur gefriert reines Ethanol (Alkohol)?,Ein Gefrierfach hat etwa minus 18 Grad; reiner Trinkalkohol bleibt darin noch flüssig,Trockeneis liegt bei rund minus 78 Grad; reines Ethanol ist dann noch flüssig,-114,todo
204,C) Technik & Zahlenwelt,Physik im Alltag,Wie viel wiegt 1 Kubikmeter Luft auf Meereshöhe bei 20°C?,Ein Kubikmeter Wasser wiegt etwa 1000 Kilogramm Luft ist dagegen extrem leicht.,Ein Liter Luft wiegt deutlich unter 10 Gramm tausend Liter ergeben einen Kubikmeter.,1.204,todo
205,C) Technik & Zahlenwelt,Physik im Alltag,Ab wie viel Beschleunigung tritt bei untrainierten Menschen Bewusstlosigkeit ein?,Im Alltag spürst du 1 g; Achterbahnen gehen grob bis zum Doppelten,Trainierte Kampfpiloten mit Spezialanzug bleiben bei etwa 9 g noch bei Bewusstsein,5,todo
206,C) Technik & Zahlenwelt,Physik im Alltag,Welche Geschwindigkeit erreicht ein Fallschirmspringer in stabiler Bauchlage?,Ein Fallschirmspringer erreicht seine Endgeschwindigkeit nach rund 10 Sekunden stabiler Bauchlage im freien Fall,Im Kopf-nach-unten-Speedflug schaffen Profis gut 300 km/h; Bauchlage ist deutlich langsamer,200,todo
207,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele verschiedene Farben kann das menschliche Auge unterscheiden?,Viele Säugetiere sehen nur zwei Grundfarben; Menschen dagegen drei Zapfentypen im Auge,Ein typischer Computerbildschirm stellt mit 24 Bit Farbtiefe etwa 16 Millionen Farben dar,10 Millionen,todo
208,C) Technik & Zahlenwelt,Physik im Alltag,Welche Temperatur kann der Blitzkanal bei einer Entladung kurzzeitig erreichen?,Flüssige Lava erreicht höchstens etwa 1200 Grad; der Blitzkanal ist deutlich heißer,Die Sonnenoberfläche hat rund 5500 Grad; der Blitzkanal wird ein Vielfaches heißer,30.000,todo
209,C) Technik & Zahlenwelt,Physik im Alltag,Wie viel wiegen alle Elektronen die das Internet am Laufen halten?,Ein Elektron wiegt rund 10 hoch minus 30 Kilogramm – das Internet nutzt Milliarden Billionen.,Durch einen Strom von 1 Ampere fließen pro Sekunde etwa 6 Trillionen Elektronen.,50 Gramm,todo
210,C) Technik & Zahlenwelt,Physik im Alltag,Wie hoch kann ein durchschnittlicher Floh springen?,Ein Floh ist nur wenige Millimeter groß; seine Sprunghöhe liegt etwa auf Knöchelhöhe.,In der Weite schafft ein Floh Sprünge von gut einem Drittel Meter; in der Höhe weniger.,18,todo
211,C) Technik & Zahlenwelt,Chemie & Stoffe,Welchen Anteil der sichtbaren Materie im Universum macht Wasserstoff aus?,Beim Urknall entstanden fast nur Wasserstoff und Helium schwere Elemente sind extrem selten,Alle Elemente schwerer als Helium machen zusammen nur etwa ein Fünfzigstel der sichtbaren Materie aus,75,todo
212,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Elemente sind aktuell im Periodensystem offiziell benannt?,Als Mendelejew 1869 seine Tabelle veröffentlichte kannte man erst 63 chemische Elemente.,Gold hat Ordnungszahl 79; Blei 82; das Periodensystem endet deutlich später.,118,todo
213,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Goldanteil bei 24 Karat?,Im Karatsystem entspricht 12 Karat ungefähr halb so viel Gold wie der Höchstwert 24,Viele Eheringe sind aus 14 Karat Gold also etwas mehr als halb so hoch,100,todo
214,C) Technik & Zahlenwelt,Chemie & Stoffe,Bei welcher Temperatur liegt der Schmelzpunkt von reinem Eisen?,Aluminium wird schon bei rund 660 Grad flüssig; reines Eisen braucht deutlich mehr Hitze.,Kupfer schmilzt bei etwa 1085 Grad; Wolfram über 3400 Grad; Eisen liegt dazwischen.,1538,todo
215,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viel Salz konsumieren Männer in Deutschland durchschnittlich pro Tag?,Die WHO empfiehlt Erwachsenen höchstens 5 Gramm Salz täglich; der Durchschnitt liegt darüber.,In Deutschland überschreiten über 75 Prozent der Männer den Richtwert von 6 Gramm täglich.,10,todo
216,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele Moleküle sind in einem einzigen Tropfen Wasser enthalten?,Auf allen Stränden der Erde gibt es etwa 10^20 Sandkörner - ein Tropfen hat mehr,Ein Teelöffel Wasser hat grob 10^23 Moleküle - ein Tropfen ist viel kleiner,1.67,todo
217,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie schwer ist ein Good Delivery Goldbarren (Standard im Bankenhandel)?,Ein typischer Goldbarren für Privatanleger wiegt 1 kg; ein Good Delivery Barren enthält mehrere davon,Schwerer Bowlingball rund 7 kg; Good Delivery Barren deutlich schwerer eher wie kleine Hantel,12.4,todo
218,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Wasseranteil im Körper eines erwachsenen Mannes?,Mit dem Alter nimmt der mittlere Wasseranteil des menschlichen Körpers merklich ab,Muskeln sind sehr wasserreich Knochen und Fett deutlich wasserärmer – Männer haben mehr Muskelmasse,60,todo
219,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Substanzen sind im CAS-Register verzeichnet?,2009 wurde bereits die 50-millionste Substanz ins CAS-Register eingetragen,2015 erreichte das Register 100 Millionen Einträge; seither kommen täglich etwa 15000 neue dazu,Über 200 Millionen.,todo
220,C) Technik & Zahlenwelt,Chemie & Stoffe,Welchen pH-Wert hat menschliche Magensäure im nüchternen Zustand typischerweise?,Die pH Skala reicht von 0 sauer bis 14 basisch; Wasser liegt bei 7,Zitronensaft und Essig haben pH 2 bis 3; Magensäure ist deutlich saurer,1.5,todo
221,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr fand der erste motorisierte Flug durch die Gebrüder Wright statt?,Zur Zeit des Wright-Flugs gab es bereits Autos elektrisches Licht und Stummfilmkino,Der erste Heißluftballon flog im 18 Jahrhundert; der Wright-Flug fand über ein Jahrhundert später statt,1903,todo
222,C) Technik & Zahlenwelt,Erfindungen & erste Male,An welchem Datum wurde die erste Website der Welt online geschaltet?,Sie entstand Jahrzehnte nach der ersten ARPANET-Nachricht 1969; deutlich vor Google und Wikipedia.,Das Domain Name System wurde 1984 eingeführt; die erste Website folgte erst mehrere Jahre später.,6. August 1991,todo
223,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie viele Patente wurden Thomas Alva Edison insgesamt erteilt?,Nikola Tesla hatte weltweit rund 300 Patente – Edison deutlich mehr als sein Rivale,Für elektrische Beleuchtung und Energieversorgung erhielt Edison allein über 400 Patente,1.093,todo
224,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste Eisenbahnstrecke von Nürnberg nach Fürth eröffnet?,Die Strecke war die allererste Dampfbahn Deutschlands – inspiriert von bereits erfolgreichen englischen Bahnen,Die gesamte Strecke war nur etwa sechs Kilometer lang; Höchstgeschwindigkeit rund 23 Stundenkilometer,1835,todo
225,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr erfand Johannes Gutenberg den Buchdruck mit beweglichen Lettern?,Bewegliche Lettern gab es in China schon um 1040; Gutenberg brachte sie später nach Europa,Gutenbergs Erfindung liegt nach der großen Pest in Europa und vor Luthers Thesenanschlag,1450,todo
226,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie lange dauerte es nach der Erfindung des Telefons bis 50 Millionen Nutzer erreicht wurden?,Internet erreichte 50 Millionen Nutzer in 4 Jahren; Angry Birds schaffte das in 35 Tagen.,Radio brauchte 38 Jahre bis 50 Millionen Hörer; Fernsehen schaffte das schon nach 13 Jahren.,75,todo
227,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste E-Mail verschickt?,Sie entstand auf dem Forschungsnetz ARPANET – lange bevor Privatleute Internetzugang hatten.,Die erste E-Mail wurde auf zwei raumfüllenden Großrechnern per Fernschreiber verschickt – nicht auf PCs.,1971,todo
228,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie schwer war der erste elektronische Universalrechner ENIAC (1946)?,Er füllte einen etwa neun mal fünfzehn Meter großen Raum – komplett mit Schaltschränken,Ein Mittelklasseauto wiegt etwa eineinhalb Tonnen; ENIAC brachte das Gewicht vieler solcher Autos,27,todo
229,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde der Nintendo Game Boy in Europa veröffentlicht?,In Europa erschien der Game Boy nach dem NES aber vor dem Super Nintendo.,Zur Markteinführung in Deutschland kostete der Game Boy 169 D-Mark inklusive Tetris.,1990,todo
230,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde das Penicillin entdeckt?,Bei Flemings Fund waren Radios weit verbreitet; Fernsehen war dagegen noch Zukunftsmusik,Penicillin wurde entdeckt nach dem Ersten Weltkrieg aber vor seinem Einsatz im Zweiten Weltkrieg,1928,todo
231,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Megapixel hat das menschliche Auge rechnerisch?,Ein 4K Fernseher hat grob 8 Megapixel – aktuelle Handykameras oft 12 bis 50,Das Auge ist zentral extrem scharf – in der Peripherie aber deutlich geringer aufgelöst,576,todo
232,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie oft schauen Menschen in Deutschland durchschnittlich pro Tag auf ihr Smartphone?,Laut Bitkom nutzen Deutsche ihr Smartphone im Schnitt rund zweieinhalb Stunden täglich,Eine frühere Studie fand bei deutschen Nutzern durchschnittlich etwa 30 Handy Blicke pro Tag,56,todo
233,C) Technik & Zahlenwelt,Geräte & Gadgets,Mit welcher Taktfrequenz arbeitete der Prozessor des Apollo Guidance Computer?,Der Game Boy war deutlich höher getaktet; seine CPU lief mit gut 4 MHz,Der Intel 4004 Mikroprozessor kam erst später und schaffte nur etwa 0.74 MHz,2.048,todo
234,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Transistoren befinden sich auf dem Apple M2 Ultra Chip?,Der ursprüngliche Apple M1 hatte etwa 16 Milliarden Transistoren und liegt weit unter M2 Ultra,Nvidias H100 GPU besitzt rund 80 Milliarden Transistoren; M2 Ultra liegt noch darüber,134,todo
235,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie lange geben Hersteller als Lebensdauer für eine hochwertige LED-Lampe an?,Eine Glühlampe hält etwa 1000 Stunden; viele Energiesparlampen schaffen rund 8000 bis 10000.,Manche Profi-LED-Module sind für 50000 Betriebsstunden und mehr spezifiziert; Haushaltslampen liegen deutlich darunter.,25000,todo
236,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie hoch ist der durchschnittliche Stromverbrauch eines modernen Kühlschranks pro Jahr?,Ein typischer Haushalt verbraucht im Jahr rund 3.000 Kilowattstunden Strom insgesamt,Ein moderner Wäschetrockner benötigt jährlich deutlich mehr Strom als ein Kühlschrank; oft über 500 kWh,150,todo
237,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie schwer ist das iPhone 15 Pro Max?,Altes 4 Zoll iPhone rund 135g – typisches 13 Zoll Notebook etwa 1200g,10 Zoll iPad etwa 480g – 15 Pro Max näher am 135g iPhone,221,todo
238,C) Technik & Zahlenwelt,Geräte & Gadgets,Mit wie vielen Umdrehungen pro Minute dreht sich eine Standard-Desktop-Festplatte?,Beim Schleudern schafft eine Waschmaschine rund 1200 bis 1600 Umdrehungen pro Minute; Festplatten deutlich schneller,Teure Serverfestplatten erreichen bis zu 15000 Umdrehungen pro Minute; Desktopmodelle liegen deutlich darunter,7200,todo
239,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viel kostete der erste kommerzielle 42-Zoll-Plasma-TV von Philips 1997?,Ende der 90er kostete ein normaler 32 Zoll Röhrenfernseher meist unter 1000 Dollar,2002 galt ein 42 Zoll Plasma für 3000 Dollar bereits als drastisch günstiges Schnäppchen,15.000,todo
240,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Überwachungskameras gab es 2021 weltweit schätzungsweise?,Mehr als die Hälfte aller Überwachungskameras der Welt stehen in China laut Schätzungen.,In chinesischen Städten kommen teils über 150 Überwachungskameras auf 1000 Einwohner – Weltrekord.,1 Milliarde,todo
241,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Websites waren im Jahr 2023 weltweit online?,Die Marke von 1 Milliarde Websites wurde bereits 2014 überschritten,Pro Tag entstehen weltweit grob 250000 neue Websites; also rund hundert Millionen pro Jahr,2,todo
242,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele E-Mails werden in einer einzigen Internet-Minute verschickt (Stand 2023)?,Die Welt hat rund 8 Milliarden Menschen; viele verschicken täglich mehrere E Mails.,Pro Internet Minute entstehen fast 70 Millionen WhatsApp Nachrichten und etwa 6 Millionen Google Suchen.,200 Millionen,todo
243,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Einheiten Bitcoins sind im Protokoll maximal vorgesehen?,Auch bei maximaler Erzeugung hätte jeder Mensch deutlich weniger als einen Bitcoin,Es gibt rund 60 Millionen Dollar-Millionäre weltweit; selbst für die reicht kein ganzer Bitcoin,21000000,todo
244,C) Technik & Zahlenwelt,Digitales & Internet,Aus wie vielen Zeilen Code bestehen alle Google-Dienste zusammen (Stand 2015)?,2015 hatte der Linux Kernel etwa 20 Millionen Codezeilen; Googles Dienste liegen weit darüber,Windows 7 wird auf rund 50 Millionen Codezeilen geschätzt; Googles Gesamtdienste sind zigfach größer,2 Milliarden,todo
245,C) Technik & Zahlenwelt,Digitales & Internet,Wie lange würde ein Computer benötigen um ein 12-stelliges Passwort bestehend aus Zahlen und Buchstaben zu knacken?,Schon 8-stellige Passwörter können heute in Minuten fallen; zusätzliche Zeichen lassen die Zeit explodieren,Sechzehnstellige starke Passwörter werden teils mit hunderten Millionen Jahren Knackzeit geschätzt; zwölfstellige deutlich weniger,Etwa 34.000 Jahre.,todo
246,C) Technik & Zahlenwelt,Digitales & Internet,Wie hoch war der Anteil von Bad Bots am gesamten Internetverkehr 2022?,2022 stammte weltweit fast jeder zweite Seitenaufruf von einem Bot nicht von Menschen,Auf Gaming Websites stammen fast sechs von zehn Seitenaufrufen von Bad Bots,30,todo
247,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Einheiten an Daten wurden 2023 weltweit generiert laut IDC Schätzung?,2018 wurden weltweit rund 33 Zettabyte Daten pro Jahr erzeugt laut IDC,IDC prognostiziert für 2025 weltweit etwa 180 Zettabyte neu erzeugter Daten pro Jahr,120,todo
248,C) Technik & Zahlenwelt,Digitales & Internet,Wie viel Videomaterial wird jede Minute auf YouTube hochgeladen (Stand 2022)?,Die Uploads eines einzigen Tages entsprechen ungefähr der Sehdauer eines ganzen Menschenlebens,2013 meldete YouTube schon rund 100 Stunden neuen Videomaterials pro Minute,500,todo
249,C) Technik & Zahlenwelt,Digitales & Internet,Wie viel Strom verbrauchen Rechenzentren weltweit pro Jahr?,Rechenzentren nutzen weltweit grob 1 bis 2 Prozent des gesamten Stroms,Prognosen sehen für 2030 fast 1000 TWh Rechenzentrumsstrom weltweit,200,todo
250,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Emojis sind im Unicode Standard 15.1 enthalten?,Die erste standardisierte Sammlung umfasste 722 Emojis; seitdem wächst die Anzahl jedes Jahr,In Unicode 15.1 gibt es rund 150000 Zeichen; Emojis machen nur einige wenige Prozent aus,3664,todo
251,C) Technik & Zahlenwelt,Verkehr & Mobilität,Aus wie vielen Einzelteilen setzt sich ein durchschnittliches Auto mit Verbrennungsmotor zusammen?,Ein Jumbojet wie die Boeing 747 hat rund sechs Millionen Teile; ein Auto viel weniger,Ein großes Lego Technic Auto Set hat etwa viertausend Teile; ein echtes Auto ein Mehrfaches,30.000,todo
252,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie groß ist das Streckennetz der Deutschen Bahn (Stand 2022)?,Deutschlands Autobahnnetz hat rund 13.000 Kilometer; das Schienennetz der DB ist deutlich länger,Im DB-Netz summiert sich die gesamte Gleislänge auf über 60.000 Kilometer; Streckenlänge deutlich geringer,33.400,todo
253,C) Technik & Zahlenwelt,Verkehr & Mobilität,Was ist das maximale Startgewicht eines Airbus A380?,Zum Vergleich; ein Airbus A320 startet voll beladen mit nur rund 80 Tonnen,Ein Boeing 747-400 Jumbojet erreicht maximal etwa 400 Tonnen Startgewicht; der A380 darüber,560,todo
254,C) Technik & Zahlenwelt,Verkehr & Mobilität,Welche Höchstgeschwindigkeit erreichte der japanische Maglev-Zug L0 Series im Test?,Schnellste Shinkansen im Linienbetrieb schaffen etwa 320 km/h; der L0-Test war deutlich schneller,Der Shanghai-Maglev erreicht maximal 431 km/h; der L0-Rekord lag spürbar darüber,603,todo
255,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Personenkraftwagen (PKW) waren 2023 weltweit zugelassen?,Global kommen etwa 180 Fahrzeuge auf 1000 Menschen; in Nordamerika über 700 pro 1000.,2015 waren weltweit knapp 950 Millionen PKW zugelassen; seitdem steigt der Bestand jedes Jahr weiter.,1.5,todo
256,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viel Kerosin verbraucht eine Boeing 747 durchschnittlich pro Sekunde im Reiseflug?,Eine Boeing 747 kann über 200000 Liter Kerosin tanken und fast 14000 km fliegen,Auf einem Flug London–New York verbraucht sie deutlich über 70000 Kilogramm Kerosin,4,todo
257,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie lang ist das größte Containerschiff der Welt (MSC Irina Klasse)?,Die Titanic war 269 Meter lang; MSC Irina ist deutlich länger.,Ein Fußballfeld misst rund 105 Meter; MSC Irina übertrifft die Länge von drei Feldern.,400,todo
258,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Fahrräder gibt es in Amsterdam laut Schätzungen?,In Amsterdam gibt es mehr Fahrräder als Einwohner – die Stadt ist klar fahrraddominiert,Im Schnitt besitzt ein Haushalt in Amsterdam fast zwei Fahrräder – viele haben mehrere Räder,881.000,todo
259,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie weit legt ein Fernfahrer in Deutschland durchschnittlich pro Jahr zurück?,Ein durchschnittlicher Pkw in Deutschland fährt pro Jahr nur gut 12000 Kilometer.,Alle Lkw zusammen schaffen im Schnitt nur rund 24000 km pro Jahr; Fernverkehr deutlich mehr.,120000,todo
260,C) Technik & Zahlenwelt,Verkehr & Mobilität,An welcher Stelle unter dem Meeresspiegel liegt der tiefste Punkt des Eurotunnels?,Die tiefste Stelle des Ärmelkanals erreicht etwa 174 Meter; der Tunnel bleibt näher zur Oberfläche.,Seikan-Tunnel in Japan liegt 240 Meter unter Meeresspiegel; Eurotunnel weniger als halb so tief.,75,todo
261,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viel Wasser fließt durch einen Standard-Duschkopf in 5 Minuten?,Ein Vollbad benötigt grob 150 Liter Wasser; deutlich mehr als eine kurze Dusche,Eine Toilettenspülung nutzt etwa 6 Liter; 5 Minuten Duschen entsprechen mehreren Spülungen,50,todo
262,C) Technik & Zahlenwelt,Haushalt & Energie,Was kostete eine Kilowattstunde Strom für Neukunden in Deutschland im Schnitt im 2. Halbjahr 2023?,Im Jahr 2000 zahlten deutsche Haushalte etwa 14 Cent je Kilowattstunde Strom.,Ende 2023 lag der durchschnittliche Haushaltsstrompreis über 40 Cent; Neukundentarife waren günstiger.,30,todo
263,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch sind die durchschnittlichen jährlichen Kosten für den Standby-Verbrauch von Elektrogeräten in einem deutschen Haushalt?,Ein durchschnittlicher Drei-Personen-Haushalt zahlt für Strom oft mehr als tausend Euro jährlich,Einige Altgeräte verursachen allein im Standby rund 40 bis 50 Euro Stromkosten pro Jahr,115,todo
264,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Windenergieanlagen an Land waren Ende 2023 in Deutschland in Betrieb?,Allein Niedersachsen hat über 6000 Windräder an Land; mehrere Nordländer liegen ähnlich hoch,Ende 2023 waren rund 60 Gigawatt Windleistung installiert; Turbinen leisten meist 3 bis 6 MW,29.000,todo
265,C) Technik & Zahlenwelt,Haushalt & Energie,Wie hoch ist der Energieinhalt eines Liters Heizöl EL?,Energiegehalt pro Liter liegt ungefähr in der gleichen Größenordnung wie bei Diesel,Ein Kilogramm Holzpellets bringt etwa 5 kWh Wärme – deutlich weniger als 1 Liter Heizöl,10,todo
