id,kategorie,subkategorie,frage,tipp1,tipp2,loesung,status
203,C) Technik & Zahlenwelt,Physik im Alltag,Bei welcher Temperatur (in °C) gefriert reines Ethanol (Alkohol)?,Ein haushaltsübliches Gefrierfach erreicht ca. -18 °C.,Trockeneis hat eine Temperatur von ca. -78 °C.,-114,todo
204,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele Kilogramm wiegt ein Kubikmeter Luft auf Meereshöhe (bei 20 °C)?,Ein Kubikmeter Wasser wiegt exakt 1.000 Kilogramm.,Ein Standard-Umzugskarton voller Kleidung wiegt ca. 15 bis 20 Kilogramm.,1.204,todo
205,C) Technik & Zahlenwelt,Physik im Alltag,Ab welcher g-Beschleunigung tritt bei untrainierten Menschen meist Bewusstlosigkeit ein?,Im Alltag spüren wir eine Belastung von 1 g.,In einer rasanten Achterbahn wirken kurzzeitig ca. 4 bis 5 g.,5,todo
206,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele km/h erreicht ein Fallschirmspringer in stabiler Bauchlage (Endgeschwindigkeit)?,In der 'Head-Down'-Position erreichen Profis Geschwindigkeiten von über 300 km/h.,Die Geschwindigkeit wird nach ca. 10 Sekunden im freien Fall erreicht.,200,todo
207,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele Farbabstufungen kann das menschliche Auge unterscheiden?,Ein typischer Computermonitor stellt ca. 16.7 Millionen Farben dar.,Hunde können nur Gelb- und Blautöne (kein Rot) unterscheiden.,10 Millionen,todo
208,C) Technik & Zahlenwelt,Physik im Alltag,Welche maximale Temperatur (in °C) kann der Kanal eines Blitzes erreichen?,Flüssige Lava ist maximal ca. 1.200 °C heiß.,Die Sonnenoberfläche ist ca. 5.500 °C heiß.,30000,todo
209,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele Gramm wiegen schätzungsweise alle Elektronen; die das Internet weltweit bewegen?,Ein einzelnes Elektron wiegt fast gar nichts (ca. 9 x 10^-31 kg).,Es wird geschätzt; dass die Masse etwa der eines großen Hühnereis entspricht.,50,todo
210,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele Zentimeter hoch kann ein durchschnittlicher Floh springen?,Ein Floh ist selbst nur ca. 2 bis 3 Millimeter groß.,In der Weite springt ein Floh ca. 30 bis 50 Zentimeter weit.,18,todo
211,C) Technik & Zahlenwelt,Chemie & Stoffe,Welcher Anteil (Prozent) der sichtbaren Materie im Universum ist Wasserstoff?,Alle Elemente schwerer als Helium machen zusammen nur ca. 2 Prozent der Materie aus.,Helium macht ca. 24 Prozent der sichtbaren Materie aus.,75,todo
212,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Elemente sind aktuell offiziell im Periodensystem benannt?,Im Jahr 1869 waren erst 63 chemische Elemente bekannt.,Gold hat die Ordnungszahl 79; Uran die 92.,118,todo
213,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Goldanteil (in Prozent) bei 24 Karat?,Viele Eheringe bestehen aus 585er Gold (das sind ca. 58.5 Prozent).,12 Karat entspricht einem Goldanteil von exakt 50 Prozent.,100,todo
214,C) Technik & Zahlenwelt,Chemie & Stoffe,Bei wie viel Grad Celsius liegt der Schmelzpunkt von reinem Eisen?,Aluminium schmilzt bereits bei ca. 660 °C.,Kupfer schmilzt bei ca. 1.085 °C; Wolfram erst bei über 3.400 °C.,1538,todo
215,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele Gramm Salz konsumieren Männer in Deutschland durchschnittlich pro Tag?,Die WHO empfiehlt eine maximale Menge von ca. 5 Gramm täglich.,Ein Teelöffel voll Salz entspricht ca. 5 Gramm.,10,todo
216,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele Moleküle sind in einem einzigen Wassertropfen?,Ein Sandkorn besteht aus ca. 10^18 Atomen.,Auf allen Stränden der Welt gibt es schätzungsweise 7 Trillionen Sandkörner.,1.67 Trilliarden,todo
217,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele Kilogramm wiegt ein standardmäßiger Goldbarren ('Good Delivery')?,Ein typischer kleiner Barren für Privatanleger wiegt 1 Kilogramm.,Ein schwerer Medizinball wiegt ca. 5 bis 10 Kilogramm.,12.4,todo
218,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Wasseranteil (Prozent) im Körper eines erwachsenen Mannes?,Bei Neugeborenen liegt der Wasseranteil bei ca. 75 Prozent.,Knochen bestehen zu ca. 25 Prozent aus Wasser; Muskeln zu ca. 75 Prozent.,60,todo
219,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Substanzen sind aktuell im CAS-Register verzeichnet?,Im Jahr 2015 wurde die Marke von 100 Millionen Einträgen überschritten.,Täglich kommen ca. 15.000 neue Substanzen zum Register hinzu.,219 Millionen,todo
220,C) Technik & Zahlenwelt,Chemie & Stoffe,Welchen pH-Wert hat menschliche Magensäure typischerweise (im nüchternen Zustand)?,Die Skala reicht von 0 (sauer) bis 14 (basisch).,Zitronensaft hat einen pH-Wert von ca. 2.4.,1.5,todo
221,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr fand der erste motorisierte Flug durch die Gebrüder Wright statt?,Zur Zeit des Flugs gab es bereits Autos und elektrisches Licht.,Der erste Heißluftballon flog bereits im Jahr 1783.,1903,todo
222,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste Website der Welt offiziell online geschaltet?,Sie entstand auf dem Forschungsnetz ARPANET am CERN in der Schweiz.,Das Domain Name System (DNS) wurde bereits im Jahr 1984 eingeführt.,1991,todo
223,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie viele Patente wurden dem Erfinder Thomas Alva Edison insgesamt erteilt?,Sein Rivale Nikola Tesla hielt weltweit insgesamt ca. 300 Patente.,Allein für die elektrische Beleuchtung erhielt er über 400 Patente.,1093,todo
224,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste deutsche Eisenbahnstrecke (Nürnberg-Fürth) eröffnet?,Die Dampflokomotive 'Adler' zog den ersten Zug auf dieser Strecke.,Die weltweit erste Eisenbahnstrecke (in England) wurde 1825 eröffnet.,1835,todo
225,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr erfand Johannes Gutenberg den Buchdruck mit beweglichen Lettern?,Bewegliche Lettern gab es in China bereits um das Jahr 1040.,Die Erfindung liegt zeitlich zwischen der Pest und Luthers Thesenanschlag.,1450,todo
226,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie viele Jahre dauerte es nach der Erfindung des Telefons bis 50 Millionen Nutzer erreicht waren?,Das Internet erreichte diese Marke bereits nach ca. 4 Jahren.,Radio brauchte für 50 Millionen Hörer ca. 38 Jahre.,75 Jahre,todo
227,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde die erste E-Mail der Geschichte verschickt?,Lange bevor Privatleute Internet hatten; wurde sie über das ARPANET verschickt.,In Westdeutschland begann in diesem Jahrzehnt die Ära der sozial-liberalen Koalition unter Willy Brandt.,1971,todo
228,C) Technik & Zahlenwelt,Erfindungen & erste Male,Wie viele Tonnen wog der erste elektronische Universalrechner ENIAC (1946)?,Der Rechner füllte einen kompletten Raum von ca. 140 Quadratmetern.,Sein Gewicht entspricht in etwa dem von vier bis fünf großen afrikanischen Elefanten.,27,todo
229,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde der Nintendo Game Boy offiziell in Europa veröffentlicht?,In Japan und den USA wurde das Gerät bereits im Vorjahr (1989) verkauft.,Im selben Jahr feierte Deutschland die offizielle Wiedervereinigung.,1990,todo
230,C) Technik & Zahlenwelt,Erfindungen & erste Male,In welchem Jahr wurde das Penicillin (durch Alexander Fleming) entdeckt?,Die Entdeckung fand genau ein Jahr vor dem großen Börsencrash 1929 statt.,Es wurde nach dem Ersten aber vor dem Zweiten Weltkrieg entdeckt.,1928,todo
231,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Megapixel hat das menschliche Auge rechnerisch?,Ein 4K-Fernseher hat eine Auflösung von ca. 8 Megapixeln.,Ein moderner 8K-Fernseher hat eine Auflösung von ca. 33 Megapixeln.,576,todo
232,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie oft schauen Deutsche durchschnittlich pro Tag auf ihr Smartphone?,Die durchschnittliche Nutzungsdauer liegt bei ca. 2.5 Stunden pro Tag.,Im Jahr 2015 lag der Wert noch bei ca. 30 Blicken pro Tag.,56,todo
233,C) Technik & Zahlenwelt,Geräte & Gadgets,Mit wie vielen Megahertz (MHz) war der Prozessor des Apollo-Mondlanders getaktet?,Der erste Game Boy war mit ca. 4 MHz getaktet.,Der erste kommerzielle Mikroprozessor (Intel 4004) schaffte ca. 0.7 MHz.,2.048,todo
234,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Transistoren befinden sich auf einem Apple M2 Ultra Chip?,Der erste Apple M1 Chip besaß ca. 16 Milliarden Transistoren.,Eine moderne Nvidia H100 GPU besitzt ca. 80 Milliarden Transistoren.,134 Milliarden,todo
235,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Stunden beträgt die typische Lebensdauer einer hochwertigen LED-Lampe?,Eine klassische Glühbirne brennt ca. 1.000 Stunden lang.,Eine Energiesparlampe hält ca. 10.000 Stunden lang.,25000,todo
236,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Kilowattstunden (kWh) verbraucht ein moderner Kühlschrank pro Jahr?,Ein typischer 3-Personen-Haushalt verbraucht ca. 3.000 kWh Strom pro Jahr.,Ein moderner Wäschetrockner verbraucht ca. 200 bis 500 kWh pro Jahr.,150,todo
237,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Gramm wiegt das iPhone 15 Pro Max?,Ein normales Päckchen Butter wiegt ca. 250 Gramm.,Ein Standard-iPad wiegt ca. 480 Gramm.,221,todo
238,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Umdrehungen pro Minute macht eine Standard-Desktop-Festplatte (HDD)?,Server-Festplatten für Profis erreichen bis zu 15.000 Umdrehungen.,Eine Waschmaschine schleudert mit ca. 1.200 bis 1.600 Umdrehungen.,7200,todo
239,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele USD kostete der erste 42-Zoll-Plasma-TV von Philips im Jahr 1997?,Ein damaliger 32-Zoll-Röhrenfernseher kostete ca. 1.000 USD.,Ein VW Golf kostete im Jahr 1997 neu ca. 15.000 USD.,15000,todo
240,C) Technik & Zahlenwelt,Geräte & Gadgets,Wie viele Überwachungskameras gab es im Jahr 2021 weltweit schätzungsweise?,Über die Hälfte aller Kameras befinden sich in der Volksrepublik China.,In London kommen ca. 70 Kameras auf 1.000 Einwohner.,1 Milliarde,todo
241,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Websites waren im Jahr 2023 weltweit offiziell online?,Die Marke von 1 Milliarde Websites wurde bereits im Jahr 2014 überschritten.,Jeden Tag entstehen weltweit ca. 250.000 neue Websites.,2 Milliarden,todo
242,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele E-Mails werden in einer einzigen Internet-Minute verschickt (2023)?,Pro Internet-Minute werden ca. 6 Millionen Google-Suchen durchgeführt.,Es werden pro Minute mehr E-Mails als WhatsApp-Nachrichten (ca. 70 Mio.) verschickt.,240 Millionen,todo
243,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Einheiten 'Bitcoins' können laut Protokoll maximal existieren?,Jeder Mensch auf der Erde könnte rein rechnerisch nur ca. 0.002 Bitcoins besitzen.,Es gibt weltweit ca. 60 Millionen USD-Millionäre.,21 Millionen,todo
244,C) Technik & Zahlenwelt,Digitales & Internet,Aus wie vielen Zeilen Code bestehen alle Google-Dienste zusammen?,Der Linux-Kernel (Betriebssystem) hat ca. 30 Millionen Zeilen Code.,Das Betriebssystem Windows 7 hat ca. 50 Millionen Zeilen Code.,2 Milliarden,todo
245,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Jahre bräuchte ein Computer; um ein starkes 12-stelliges Passwort zu knacken?,Ein einfaches 8-stelliges Passwort kann heute in wenigen Minuten geknackt werden.,Ein 16-stelliges Passwort zu knacken würde hunderte Millionen Jahre dauern.,34000,todo
246,C) Technik & Zahlenwelt,Digitales & Internet,Welcher Anteil (Prozent) des Internetverkehrs wurde 2022 durch 'Bad Bots' verursacht?,Fast jeder zweite Seitenaufruf im Internet stammt nicht von einem Menschen.,Auf Gaming-Websites liegt der Anteil von Bots bei fast 60 Prozent.,30,todo
247,C) Technik & Zahlenwelt,Digitales & Internet,Welche Datenmenge wurde 2023 weltweit neu generiert?,Im Jahr 2010 lag die weltweite Datenmenge bei nur ca. 2 Zettabyte.,Prognosen gehen für das Jahr 2025 von ca. 180 Zettabyte aus.,120 Zettabyte,todo
248,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Stunden Videomaterial werden jede Minute auf YouTube hochgeladen (2022)?,Ein einziger Tag auf YouTube entspricht ca. 80 Jahren reiner Spielzeit.,Im Jahr 2013 wurden ca. 100 Stunden Videomaterial pro Minute hochgeladen.,500,todo
249,C) Technik & Zahlenwelt,Digitales & Internet,Wie viel Strom verbrauchen Rechenzentren weltweit pro Jahr ca.?,Das entspricht ca. 1 bis 2 Prozent des weltweiten Stromverbrauchs.,Rechenzentren verbrauchen ca. so viel Strom wie das Land Spanien.,200 Terawattstunden,todo
250,C) Technik & Zahlenwelt,Digitales & Internet,Wie viele Emojis sind im aktuellen Unicode-Standard 15.1 enthalten?,Die erste Emoji-Sammlung aus dem Jahr 1999 umfasste nur 176 Symbole.,Insgesamt gibt es im Unicode-Standard over 150.000 verschiedene Zeichen.,3782,todo
251,C) Technik & Zahlenwelt,Verkehr & Mobilität,Aus wie vielen Einzelteilen setzt sich ein durchschnittliches Auto (Verbrenner) zusammen?,Ein Jumbojet (Boeing 747) besteht aus ca. 6 Millionen Einzelteilen.,Ein großes Lego-Auto-Set hat ca. 3.000 bis 4.000 Teile.,30000,todo
252,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Kilometer umfasst das Streckennetz der Deutschen Bahn aktuell?,Das deutsche Autobahnnetz ist ca. 13.200 Kilometer lang.,Die gesamte Gleislänge (inkl. Nebengleisen) beträgt over 60.000 Kilometer.,33400,todo
253,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Tonnen beträgt das maximale Startgewicht eines Airbus A380?,Ein voll beladener Airbus A320 wiegt beim Start ca. 80 Tonnen.,Eine Boeing 747-400 ('Jumbo') erreicht ca. 400 Tonnen Startgewicht.,560,todo
254,C) Technik & Zahlenwelt,Verkehr & Mobilität,Welche Höchstgeschwindigkeit (km/h) erreichte der japanische Maglev-Zug L0 im Test?,Der schnellste Shinkansen-Zug im Regelbetrieb fährt ca. 320 km/h.,Der Transrapid in Shanghai erreicht maximal ca. 430 km/h.,603,todo
255,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele PKW sind aktuell weltweit schätzungsweise zugelassen?,Im Jahr 2015 lag the weltweite Bestand bei ca. 0.95 Milliarden Fahrzeugen.,In China sind aktuell ca. 330 Millionen PKW registriert.,1.5 Milliarden,todo
256,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Liter Kerosin verbraucht eine Boeing 747 durchschnittlich pro Sekunde?,Auf einem Flug von London nach New York werden ca. 70.000 Liter Kerosin verbraucht.,Eine Boeing 747 kann insgesamt over 200.000 Liter Treibstoff tanken.,4,todo
257,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Meter lang ist das größte Containerschiff der Welt (MSC Irina)?,Das berühmte Schiff 'Titanic' war ca. 269 Meter lang.,Ein Standard-Fußballfeld ist ca. 105 Meter lang.,400,todo
258,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Fahrräder gibt es in der Stadt Amsterdam schätzungsweise?,Amsterdam hat ca. 920.000 Einwohner.,Im Durchschnitt besitzt jeder Haushalt in Amsterdam fast zwei Fahrräder.,881000,todo
259,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Kilometer legt ein Fernfahrer in Deutschland durchschnittlich pro Jahr zurück?,Ein normaler PKW in Deutschland fährt im Schnitt ca. 12.000 km pro Jahr.,Ein Linienbus im Stadtverkehr legt ca. 50.000 km pro Jahr zurück.,120000,todo
260,C) Technik & Zahlenwelt,Verkehr & Mobilität,Wie viele Meter unter dem Meeresspiegel liegt der tiefste Punkt des Eurotunnels?,Der Ärmelkanal ist an seiner tiefsten Stelle ca. 174 Meter tief.,Der Seikan-Tunnel in Japan liegt ca. 240 Meter unter dem Meeresspiegel.,75,todo
261,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Liter Wasser fließen durchschnittlich durch einen Duschkopf in 5 Minuten?,Ein Vollbad in der Wanne benötigt ca. 150 Liter Wasser.,Eine Toilettenspülung verbraucht ca. 6 bis 9 Liter Wasser.,50,todo
262,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Cent kostete eine Kilowattstunde Strom für Neukunden Ende 2023 im Schnitt?,Im Jahr 2000 zahlten deutsche Haushalte ca. 14 Cent pro kWh.,Der Durchschnittspreis für alle Bestandskunden lag 2023 bei ca. 45 Cent.,30,todo
263,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Euro kostet der Standby-Verbrauch von Elektrogeräten pro Haushalt jährlich?,Ein durchschnittlicher 3-Personen-Haushalt zahlt ca. 1.200 Euro Stromkosten pro Jahr.,Einige alte Fernseher verbrauchen allein im Standby ca. 40 Euro Strom pro Jahr.,115,todo
264,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Windenergieanlagen (an Land) waren Ende 2023 in Deutschland in Betrieb?,Allein im Bundesland Niedersachsen stehen over 6.000 Windräder.,Insgesamt waren 2023 ca. 60 Gigawatt Windleistung installiert.,29000,todo
265,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Kilowattstunden (kWh) Energie stecken in einem Liter Heizöl?,Ein Kilogramm Holzpellets hat einen Energiegehalt von ca. 5 kWh.,Ein Kilogramm Steinkohle liefert ca. 8 kWh Energie.,10,todo
266,C) Technik & Zahlenwelt,Haushalt & Energie,Wie oft wird in einem deutschen Durchschnittshaushalt pro Jahr Wäsche gewaschen?,Wenn man nur einmal pro Woche wäscht; kommt man auf 52 Ladungen im Jahr.,In Großbritannien sind es ca. 260 Waschladungen pro Jahr und Haushalt.,200,todo
267,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Tonnen CO2 stieß ein Deutscher im Jahr 2023 durchschnittlich aus?,Der weltweite Durchschnitt liegt bei ca. 4.7 Tonnen pro Kopf.,In den USA liegt der Wert bei ca. 14 Tonnen pro Kopf.,7.4,todo
268,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Stunden beträgt die Mindest-Brenndauer eines Standard-Teelichts?,Größere Gastronomie-Teelichter brennen ca. 8 Stunden lang.,Votivkerzen erreichen oft eine Brenndauer von over 10 Stunden.,4,todo
269,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Liter Wasser verschwendet ein tropfender Hahn (1 Tropfen/Sek.) pro Tag?,Eine Person verbraucht im Haushalt ca. 125 Liter Wasser am Tag.,Das entspricht ungefähr der Menge; die man für zwei bis drei zusätzliche Toilettenspülungen pro Tag bräuchte.,15,todo
270,C) Technik & Zahlenwelt,Haushalt & Energie,Wie viele Watt Leistung hat ein handelsüblicher Haartrockner (Föhn) auf Maximalstufe?,Ein typischer Toaster verbraucht ca. 1.000 bis 1.200 Watt.,Ein Wasserkocher benötigt ca. 2.000 bis 2.400 Watt.,2000,todo
271,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Auf welche Summe belief sich die US-Staatsverschuldung im Januar 2024?,Im Jahr 2000 lag die Verschuldung noch bei unter 10 Billionen USD.,In den letzten 10 Jahren ist die Summe um ca. 15 Billionen USD gestiegen.,34.1 Billionen USD,todo
272,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war der Börsenwert von Microsoft im Januar 2024?,Im Jahr 1999 lag der Wert bei ca. 600 Milliarden USD.,Apple erreichte als erstes Unternehmen die Marke von 3 Billionen USD.,3.0 Billionen USD,todo
273,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Euro-Banknoten (Scheine) waren Ende 2023 weltweit im Umlauf?,Es sind ca. 150 Milliarden Euro-Münzen im Umlauf.,Im Jahr 2002 waren erst ca. 8 Milliarden Euro-Banknoten im Umlauf.,29.8 Milliarden,todo
274,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war die Inflationsrate in Deutschland auf dem Höhepunkt im Oktober 1923?,Im Jahr 1923 verdoppelten sich die Preise ca. alle drei bis vier Tage.,Der Wert einer Goldmark entsprach ca. einer Billion Papiermark.,29.5 Billionen %,todo
275,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Cent kostet die Herstellung einer deutschen 1-Cent-Münze ca.?,Die Herstellung einer 2-Cent-Münze kostet ca. 2.4 Cent.,Der Materialwert allein liegt oft schon über dem Nennwert von 1 Cent.,1.65 Cent,todo
276,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Unternehmen sind aktuell im deutschen Aktienindex (DAX) gelistet?,Bis September 2021 waren es insgesamt nur 30 Unternehmen.,Der Index umfasst deutlich weniger Unternehmen als der britische FTSE 100.,40,todo
277,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Auf welche Summe wurde das Vermögen von Elon Musk Anfang 2024 geschätzt?,Im Jahr 2020 knackte er zum ersten Mal die Marke von 100 Milliarden USD.,Sein Vermögen entsprach ca. dem Bruttoinlandsprodukt (BIP) von Griechenland.,230 Milliarden USD,todo
278,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie hoch war das Bruttoinlandsprodukt (BIP) von Deutschland im Jahr 2023?,Das weltweite BIP lag im Jahr 2023 bei ca. 105 Billionen USD.,Das BIP von Italien lag im selben Jahr bei ca. 2.3 Billionen USD.,4.46 Billionen USD,todo
279,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viel kostete eine Berkshire Hathaway Aktie (Klasse A) im März 2024?,Dies ist die Aktie der Investmentgesellschaft von Warren Buffett.,Für den Preis einer Aktie könnte man zwei Einfamilienhäuser in den USA kaufen.,600.000 USD,todo
280,C) Technik & Zahlenwelt,Wirtschaft & Aktien,Wie viele Tonnen Gold lagern offiziell im US-Golddepot Fort Knox?,Die USA besitzen insgesamt ca. 8.100 Tonnen Goldreserven.,Deutschland besitzt ca. 3.350 Tonnen Goldreserven.,4578 Tonnen,todo
281,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Fahrzeuge lieferte der Volkswagen-Konzern im Jahr 2023 weltweit aus?,Im Jahr 2023 wurden weltweit insgesamt ca. 86 Millionen Neuwagen verkauft.,Die Kernmarke Volkswagen allein lieferte ca. 4.87 Millionen Autos aus.,9.24 Millionen,todo
282,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele LEGO-Elemente (Steine etc.) wurden im Jahr 2022 produziert?,Im Jahr 2014 wurden bereits ca. 60 Milliarden Elemente hergestellt.,Rein rechnerisch besitzt jeder Mensch auf der Erde ca. 100 LEGO-Steine.,100 Milliarden,todo
283,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Stunden Arbeitszeit werden für die Montage eines Porsche 911 benötigt?,Ein typisches Massenmarkt-Auto wird in ca. 20 bis 30 Stunden montiert.,Für einen Rolls-Royce Ghost werden ca. 450 Stunden veranschlagt.,80 Stunden,todo
284,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Hektoliter Bier setzte der weltweite Marktführer AB InBev im Jahr 2022 ab?,Heineken (die weltweite Nummer zwei) setzte ca. 231 Millionen Hektoliter ab.,Weltweit wurden 2022 ca. 1.900 Millionen Hektoliter Bier produziert.,518 Millionen hl,todo
285,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war die höchste jemals erreichte Jahresauflage des IKEA-Katalogs?,Der Katalog erschien zu Spitzenzeiten in 32 verschiedenen Sprachen.,Pro Jahr werden weltweit schätzungsweise ca. 80 Millionen Bibeln gedruckt.,200 Millionen,todo
286,C) Technik & Zahlenwelt,Industrie & Produktion,Alle wie viele Sekunden rollt in einem voll ausgelasteten VW-Werk ein fertiges Auto vom Band?,In einer Woche (5 Tage im 3-Schicht-Betrieb) entstehen so ca. 7.000 Fahrzeuge.,Ein modernes Werk kann pro Jahr fast eine Million Fahrzeuge produzieren.,60 Sekunden,todo
287,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Tonnen Rohstahl produzierte China im Jahr 2023?,Das entspricht ca. der Hälfte der gesamten weltweiten Stahlproduktion.,Indien (Platz 2 weltweit) produzierte im selben Jahr ca. 140 Millionen Tonnen.,1.019 Millionen t,todo
288,C) Technik & Zahlenwelt,Industrie & Produktion,Wie hoch war der weltweite Umsatz mit Halbleitern (Chips) im Jahr 2023?,Der Marktanteil von Nvidia am KI-Chip-Markt liegt bei ca. 80 Prozent.,Im Jahr 2010 lag der weltweite Halbleiter-Umsatz bei ca. 300 Milliarden USD.,527 Milliarden USD,todo
289,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Liter Wasser werden für die Herstellung eines einzigen Baumwoll-T-Shirts benötigt?,Für eine Tasse Kaffee werden ca. 140 Liter Wasser (indirekt) verbraucht.,Für eine Jeans werden ca. 8.000 Liter Wasser benötigt.,2.700 Liter,todo
290,C) Technik & Zahlenwelt,Industrie & Produktion,Wie viele Briefe beförderte die Deutsche Post 2022 an einem durchschnittlichen Werktag?,In Deutschland leben ca. 84 Millionen Menschen.,Im Jahr 2017 wurden insgesamt ca. 15 Milliarden Briefe in Deutschland verschickt.,44 Millionen,todo
291,C) Technik & Zahlenwelt,Maße & Zahlen,Wie viele Kopfhaare hat ein Mensch mit blonden Haaren durchschnittlich?,Rothaarige Menschen haben im Durchschnitt nur ca. 90.000 Kopfhaare.,Dunkelhaarige Menschen haben im Durchschnitt ca. 110.000 Kopfhaare.,150.000,todo
292,C) Technik & Zahlenwelt,Maße & Zahlen,Wie viele Schritte geht ein Mensch durchschnittlich in seinem Leben?,Ein aktiver Erwachsener geht ca. 6.000 Schritte am Tag.,Die durchschnittliche Lebenserwartung weltweit liegt bei ca. 73 Jahren.,150 Millionen,todo
293,C) Technik & Zahlenwelt,Maße & Zahlen,Wie oft schlägt ein menschliches Herz in einem 80-jährigen Leben ca.?,Ein durchschnittliches Herz schlägt ca. 100.000-mal pro Tag.,Ein kleiner Hund kommt in 10 Jahren auf insgesamt ca. 0.5 Milliarden Herzschläge.,3 Milliarden Mal,todo
294,C) Technik & Zahlenwelt,Maße & Zahlen,Wie viele Kilogramm wiegt eine typische Schönwetterwolke (1 km³ Volumen)?,Ein ausgewachsener Blauwal wiegt ca. 150.000 Kilogramm.,Ein mit Wasser gefüllter Kubikkilometer wöge ca. 1 Milliarde Tonnen.,500.000 kg,todo
295,C) Technik & Zahlenwelt,Maße & Zahlen,Wie viele Bakterien befinden sich auf einem Quadratzentimeter menschlicher Haut?,Die gesamte Hautoberfläche eines Erwachsenen beträgt ca. 2 Quadratmeter.,Ein Quadratzentimeter rohes Hühnerfleisch kann Millionen Bakterien tragen.,10.000,todo
296,C) Technik & Zahlenwelt,Maße & Zahlen,Wie viele Objekte größer als 10 cm umkreisen die Erde aktuell als Weltraumschrott?,Im Jahr 2007 erzeugte ein Raketentest ca. 3.000 neue Trümmerstücke.,Zwischen 1 cm und 10 cm Größe treiben über eine Million Trümmerobjekte im Orbit.,36.500,todo
